0.9643828272819519,zeros,0.2,gru,
0.9662860035896301,zeros,0.2,gru,
0.9662860035896301,zeros,0.2,none,
0.9673735499382019,zeros,0.2,gru,
0.9662860035896301,zeros,0.2,none,
0.9662860035896301,zeros,0.2,gru,
0.9662860035896301,zeros,0.2,none,
0.9662860035896301,zeros,0.2,gru,
0.9679173231124878,zeros,0.2,gru,
0.9662860035896301,zeros,0.2,none,
0.9861337542533875,average,0.2,gru,
0.985318124294281,average,0.2,gru,
0.9864056706428528,average,0.2,none,
0.9864056706428528,average,0.2,none,
0.9877650737762451,average,0.2,gru,
0.9872213006019592,average,0.2,gru,
0.9861337542533875,average,0.2,gru,
0.9864056706428528,average,0.2,none,
0.9864056706428528,average,0.2,none,
0.9869494438171387,average,0.2,gru,
