-0.050836458802223206,zeros,0.2,none,
-0.050836458802223206,zeros,0.2,none,
-0.04629504680633545,zeros,0.2,gru,
-0.05608289688825607,zeros,0.2,gru,
-0.05561923235654831,zeros,0.2,gru,
-0.050836458802223206,zeros,0.2,none,
-0.050836458802223206,zeros,0.2,none,
-0.050836458802223206,zeros,0.2,none,
-0.050836458802223206,zeros,0.2,none,
-0.053113508969545364,zeros,0.2,gru,
-0.003550611436367035,average,0.2,none,
-0.0038938098587095737,average,0.2,gru,
-0.003550611436367035,average,0.2,none,
-0.003550611436367035,average,0.2,none,
-0.0031806689221411943,average,0.2,gru,
-0.003318361472338438,average,0.2,gru,
-0.004456710070371628,average,0.2,gru,
-0.003550611436367035,average,0.2,none,
-0.002688065869733691,average,0.2,gru,
-0.003550611436367035,average,0.2,none,
